baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
?|100133144	39.8297886513207	-0.34378851134646	0.241741821276088	-1.42213088960651	0.154988256957575	0.556344082442176
?|100134869	34.8293599850568	-0.205958193832721	0.220255344399756	-0.935088292154738	0.349742799708559	0.734004773952219
?|10357	418.099889117298	0.108801826932147	0.11816738862606	0.920743262563327	0.357184483379386	0.738807271486112
?|10431	2448.99120443201	0.09981392151947	0.106307334113926	0.938918489033906	0.347772595686023	0.73253408886306
?|155060	389.835990777227	-0.174768988959973	0.215613036961838	-0.810567818266511	0.417613904180105	0.773762201084027
?|26823	1.208833111443	0.543322075841583	0.395395880696209	1.37412174068406	0.169403891071006	0.569428253816927
?|340602	7.2999233269033	-1.35666613560088	0.547844312598893	-2.47637167056651	0.0132725329605896	0.196906208168747
?|388795	7.54326845849962	0.267463629523929	0.397214143071074	0.673348706710253	0.500725472753161	0.819753011633533
?|390284	12.3050133839902	-0.015194720403214	0.156375261467904	-0.0971683133289769	0.922592731240817	0.979068233032145
?|391343	1.39883310479364	-2.49479201478112	0.847919053814762	-2.94225256946064	0.0032583405589822	0.0997427559881999
?|391714	0.32270800204313	0.441876181571912	1.06270805297764	0.415802044911396	0.677554862380829	NA
?|553137	1.03507493301805	-2.13683298727976	0.774737993130922	-2.75813630701684	0.00581319523495616	NA
?|57714	1300.19157296992	-0.149069909099232	0.16333296559274	-0.912674967715508	0.361413513065887	0.741506772424391
?|645851	38.0560592511813	-0.24337636833496	0.225863723482236	-1.07753633289456	0.281240728106891	0.67747259520816
?|652919	28.6449222267379	-0.220254125523835	0.634394397957187	-0.347188005179547	0.728450081530457	0.915116013068429
?|653553	2072.15239455525	-0.285622080256894	0.205332804880412	-1.39102020460512	0.164219300000746	0.564068962264937
?|728788	1.43229495207204	-0.624164861299681	0.530240826494588	-1.17713467185472	0.239141758277122	0.643792416327422
?|729884	1624.39278629993	0.31963217952566	0.408272203791939	0.782889887082659	0.433691776628466	0.783349022152845
?|8225	1459.4395279135	-0.10550478876734	0.128906760279491	-0.818458151757039	0.413095628319265	0.771897250886632
?|90288	32.0368544188314	0.226368126918075	0.35862360139372	0.631213690449652	0.527900811594195	0.83394797127096
A1BG|1	249.02227172002	-0.187016264495977	0.232844787914517	-0.803179947341723	0.421870734017591	0.775980120662888
A1CF|29974	0.55535560822133	-0.785367524228576	1.21527294991426	-0.646247844390832	0.518118858984581	NA
A2BP1|54715	2.45653670453779	-1.64208990610476	0.761084225962525	-2.15756660050082	0.0309615438105939	0.285555765914913
