baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
?|100133144	40.0275661648847	-0.235051479335518	0.247017715051342	-0.951557175916161	0.341321608599376	0.802579377996258
?|100134869	33.5783547659717	-0.163665109282739	0.225008959189432	-0.727371522771019	0.466998394540342	0.871797564351489
?|10357	437.016375356356	-0.000360733432417958	0.125069988854714	-0.00288425253509056	0.99769870262351	0.999149966379678
?|10431	2678.61564450851	0.165690437861389	0.112607914012243	1.47139247995815	0.141185005954654	0.62989965909475
?|155060	342.016546080635	-0.216331727229124	0.20414202121576	-1.0597118904808	0.289275691675412	0.76761007007371
?|26823	1.17377881045956	-0.367458989961543	0.438156940268152	-0.838646969135437	0.401667445217701	0.840400418857642
?|280660	0.0567429670775257	-0.279382536041785	3.57790245296692	-0.0780855654156002	0.937759989262925	NA
?|340602	5.967117485597	-1.8712654957214	0.582918471289101	-3.21016675210716	0.00132657990449918	0.0885666252885773
?|388795	7.19476227033916	-0.806459054344966	0.436913967572621	-1.84580744540039	0.0649201691563601	0.48559873846118
?|390284	12.5458752697679	-0.0980959499141999	0.165071484797632	-0.594263449162401	0.552335921238572	0.903381842512258
?|391343	1.77969391259854	-0.216582288484628	0.90347801572406	-0.239720596091158	0.810546867058922	0.970352022812103
?|553137	1.54375618452709	-1.84384704222182	0.933072129337989	-1.97610343750169	0.0481430631871526	0.438548691023073
?|57714	1324.71760705187	-0.0586952909921658	0.18749214253442	-0.313054670978495	0.754239126644924	0.959818042154677
?|645851	37.7740316367437	-0.374928314446467	0.248808921334395	-1.50689256814296	0.13183819671674	0.614233538625604
?|652919	26.5862571900793	0.324547121729994	0.702623495313199	0.461907584780274	0.644147594581907	0.932510611140179
?|653553	2082.49751581142	-0.066659122897258	0.222743037953279	-0.299264675160082	0.764738105310008	0.962089889272491
?|728788	1.31698991416998	-0.984972205239794	0.579760295830776	-1.69893007907408	0.0893323587650369	0.546336133093108
?|729884	1498.38543977704	-0.0980937040662487	0.422592955856161	-0.232123377133709	0.81644218836939	0.971442711666584
?|8225	1503.21478022209	0.0752655388438784	0.138795928143572	0.542274833639376	0.587629189779848	0.915292415862315
?|90288	34.3518313021073	0.833514696391425	0.360481903893809	2.31222340813247	0.0207653749534381	0.315791368536654
A1BG|1	278.032010880137	-0.17069520319867	0.245194562488215	-0.696162269939711	0.486327213299624	0.879454392048992
A1CF|29974	0.422291717445624	0.440447399396501	1.18016548624348	0.373208168287031	0.708993517253776	NA
A2BP1|54715	4.53439301026053	-1.35126738423204	0.724146936043002	-1.86601270677999	0.0620395877352177	0.480912874684665
A2LD1|87769	220.164056578634	0.160925175972656	0.133340125345316	1.2068773413547	0.227479385032121	0.725155853965924
A2ML1|144568	4254.50892603809	0.101497285869906	0.47925336368264	0.211782104334102	0.832277030523128	0.974578906186026
A2M|2	23784.2587162847	-0.00996812499551479	0.220479015955257	-0.04521121863832	0.963938952214944	0.993529955231043
A4GALT|53947	3354.40956252065	0.131332127252596	0.270946244005157	0.484716544917655	0.627877428671748	0.927009761263975
A4GNT|51146	3.17220313258333	-0.319172438281644	0.410745783509287	-0.777055909265172	0.437125785342907	0.856795968035553
AAA1|404744	1.60343450443349	-0.147662587092366	0.641285639314036	-0.23026024292438	0.817889552139791	0.971529042946972
AAAS|8086	2015.07095267528	0.144415571569025	0.0882324637395254	1.63676231455306	0.101680142830318	0.570253318726121
AACSL|729522	9.37855026309302	-0.596432204564859	0.52424029566113	-1.13770766860393	0.255242570207597	0.747031787582669
AACS|65985	2589.76835964884	-0.147540540036912	0.13853708673683	-1.06498948052218	0.286880690146931	0.766239449570018
AADACL2|344752	76.5740001723554	1.46121922177798	0.625976032486893	2.33430538222495	0.0195797371170274	0.307306805360364
AADACL3|126767	1.67198877478664	-2.5129984689865	1.52422795298704	-1.64870252120869	0.0992085933976901	0.566173712405686
AADAC|13	541.318308708097	-0.128829862350542	0.456428318223221	-0.282256506020594	0.777746833337267	0.96421965173454
AADAT|51166	229.395401517827	0.0184248089161426	0.224587266295587	0.0820385288090781	0.934616075143196	0.988944377928921
AAGAB|79719	3383.55335548844	0.0906316339240077	0.0996300356826265	0.909681837440234	0.362990325398162	0.815951766328751
AAK1|22848	2872.27088158819	-0.189607104695786	0.131415006024805	-1.44281167296828	0.14907352999171	0.639901356396245
AAMP|14	6834.19691536146	-0.0537170530724385	0.0847218917975327	-0.634039820555599	0.526054834986761	0.894095965089702
AANAT|15	1.94430266242632	0.286678064167827	0.299593652018883	0.956889647814561	0.338622956885742	0.801178986903161
AARS2|57505	1197.38557341322	-0.20621984111864	0.123291845280039	-1.67261541629328	0.094403030046787	0.555761678139731
AARSD1|80755	1281.02320964681	0.0936449351190039	0.11174167352219	0.838048439469701	0.402003499028002	0.840528877504959
AARS|16	9669.11619705513	-0.104783576620658	0.110388712559698	-0.949223649691454	0.342506875736945	0.802788857374334
AASDHPPT|60496	2298.14192540989	-0.109572609203811	0.0976550398926624	-1.12203742197277	0.261846529014433	0.752179524222571
AASDH|132949	657.404339540818	-0.130352376016106	0.119305705759438	-1.09259129885156	0.274573284756199	0.760787667554376
AASS|10157	1241.03151191312	0.0409804696079739	0.236968511449458	0.172936350729935	0.86270145835722	0.981088757717911
AATF|26574	3592.3114401219	0.0358092531677439	0.107863322445793	0.331987299813983	0.739898848954059	0.957620629545363
AATK|9625	205.588675781822	-0.491393850743966	0.253561089514932	-1.93797026067372	0.0526268509204979	0.452110882909836
ABAT|18	614.508726459296	-0.240321469672278	0.249415224223255	-0.963539697388974	0.335276752432922	0.798402258957149
