baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
?|100133144	20.2541668969381	0.657488903598176	0.247006582225757	2.66182746092673	0.00777177046742915	0.125874925249254
?|100134869	22.9803338601031	0.276517337486121	0.210040507207013	1.31649528542411	0.188007859777829	0.571120065449911
?|10357	213.574016809109	-0.0877991030605957	0.123201551140962	-0.712646084789467	0.476064786908379	0.805654933717511
?|10431	1815.18809787214	0.0569953075026101	0.109412614118169	0.520920809378096	0.602421938463492	0.869062212597874
?|155060	328.667841949954	0.538276748782244	0.208225078066253	2.58507166274647	0.00973587594547534	0.141740601646005
?|340602	2.76566793441369	-1.08229348034341	0.634687353307123	-1.7052387678815	0.0881499023764864	0.424486124000388
?|388795	2.78036519357217	-0.442611744243132	0.370670270524035	-1.19408482265759	0.232444789532442	0.626061042914276
?|390284	13.5048475914966	0.0170767898817753	0.202865076530937	0.0841780663966135	0.932914856763213	0.982065593513083
?|391343	0.878461101227399	1.54036780273152	0.753478415677516	2.04434230719993	0.040919742464187	NA
?|553137	8.22626577449055	-1.27394746674138	0.664679444060393	-1.91663436883062	0.0552843985242586	0.339241699977862
?|57714	1615.15280206745	0.0423635421172188	0.192490898912416	0.220080753721735	0.82580826365673	0.95269198182489
?|645851	30.8840452459246	0.593519616396372	0.225320226464669	2.63411601217008	0.00843566596218644	0.132144832388179
?|652919	25.0780138651604	1.29210657622193	0.656589108138778	1.9679074176004	0.0490786911925091	0.320708738556237
?|653553	907.598629234006	0.141914015152334	0.190389459708419	0.745387981927546	0.456037207038973	0.792042793291831
?|728603	0.180352324103065	0.579303143121606	2.66691141330042	0.217218742337111	0.828037879103487	NA
?|728788	0.674743580012754	0.352557010744673	0.563158887422638	0.626034709952268	0.531292174916754	NA
?|729884	531.401319458619	-0.54143982098547	0.510288161628937	-1.06104719195736	0.288668454990146	0.676937912546211
?|8225	1181.79051367306	-0.0698318188523787	0.120963865360433	-0.577294869375267	0.563740278990109	0.853253955851529
?|90288	57.3577569982953	-0.398599113600361	0.350009339548019	-1.1388242214196	0.254776477127553	0.645391048051083
A1BG|1	256.533941635947	0.614963692681875	0.251478707316511	2.44539070223501	0.0144695298315514	0.173481342461562
A1CF|29974	5.00316087164032	-3.83300712002013	1.08939635913313	-3.51846881797016	0.000434044821620537	0.0226904122887508
A2BP1|54715	8.0004299631217	0.545283654111175	0.971989257396915	0.560997613874354	0.574799163829728	0.857566616707153
A2LD1|87769	207.643449483999	-0.220999911734546	0.116938618710617	-1.88987961523169	0.0587740624340785	0.350060281924781
A2ML1|144568	45.5029852270283	-3.30606516872356	0.583566215428406	-5.66527856019992	1.46785877101018e-08	6.8274251554166e-06
A2M|2	43609.2879997055	-0.0301836815968478	0.220140693933592	-0.13711086786141	0.89094316228975	0.972088628343726
A4GALT|53947	853.367538131006	-0.293766531051233	0.183837808496443	-1.59796580177856	0.110050588191752	0.466320408735899
A4GNT|51146	3.47944661280054	-0.563260422813652	0.379910463444579	-1.48261360770817	0.138177099646957	0.506133160476322
AAA1|404744	0.896561919072699	-0.32987688291807	0.714239945575926	-0.461857230138641	0.644183706818452	NA
AAAS|8086	1347.54996183966	0.0652922388600993	0.0931377272327298	0.701028904183468	0.483284977143212	0.809117626707694
AACSL|729522	6.27122559990758	-0.676235378230077	0.551901968125903	-1.22528169364276	0.220469103351838	0.612327670421576
AACS|65985	1861.08219549973	0.0170312185597414	0.135920481435507	0.125302812202166	0.900283825917066	0.975381891064618
AADACL2|344752	0.420234094603885	0.329140621640298	1.46315691007715	0.224952374809167	0.822016324077051	NA
AADACL3|126767	0.176144998143776	0.655408910795902	1.99665763184812	0.328253026628932	0.742720357458296	NA
AADACL4|343066	0.259221110982722	-0.410359665219381	1.00603905709832	-0.407896355836289	0.683349768285769	NA
AADAC|13	161.60880560534	-1.05222480934488	0.444735970932841	-2.36595390999702	0.017983683082717	0.1949378156458
AADAT|51166	196.782524776009	0.337548469201613	0.234212296014821	1.44120729331928	0.149526128545435	0.521064585993683
AAGAB|79719	2249.0903008239	-0.167971917185624	0.116191065179834	-1.44565261473114	0.148274661251119	0.519347819095442
AAK1|22848	1667.36525491673	0.0167070796557475	0.10785595268234	0.154901785578341	0.876898745952013	0.969403574353679
AAMP|14	4883.9614929006	-0.00153981132546314	0.0789556160081719	-0.0195022394012324	0.98444045059987	0.995748286711366
AANAT|15	1.30425467757073	0.500964222154974	0.346433509109997	1.44606167989342	0.148159902549855	0.519168352005627
AARS2|57505	869.018230356584	0.0522429760526944	0.10189676836293	0.512704935514917	0.608157736732551	0.872212947046427
AARSD1|80755	1056.54278037308	0.0163820349227722	0.110434550299361	0.148341573161338	0.882073207637654	0.971283920238899
AARS|16	6898.48605883323	-0.0139973709118333	0.10863692054443	-0.128845431568622	0.897479955921416	0.974521609870715
AASDHPPT|60496	1748.91937563919	-0.0302678800953018	0.0940290082669177	-0.321899386723097	0.74752891780548	0.924351900528064
AASDH|132949	480.456474947971	0.0519945668302584	0.116263800944228	0.447211998988408	0.654721998629771	0.89101072551074
AASS|10157	886.95825359184	0.33737529072056	0.209592503608237	1.60967250694791	0.107469370001466	0.460003391181355
AATF|26574	2792.16818449545	-0.204825856858895	0.102456987813056	-1.99913994380375	0.0455932143351691	0.310567219206695
AATK|9625	439.470395283525	-0.142167707197893	0.303440644793468	-0.468518999142839	0.639413487546039	0.886324848991984
ABAT|18	728.422587668786	0.306354696713152	0.229567124101111	1.33448854191431	0.182043799524974	0.564491371518468
