baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
?|100133144	23.0227534472385	-0.134915072056797	0.228146399911935	-0.591353061494175	0.554283883625141	0.786968172907053
?|100134869	19.5461193883702	-0.179250701411945	0.189139325797907	-0.947717777124106	0.343273148411895	0.632046293181596
?|10357	321.382897251811	0.0847189073935399	0.11448027376332	0.740030614957215	0.459281418040125	0.725686985410972
?|10431	3395.33071423151	-0.214715116160616	0.117791976590503	-1.82283311967045	0.0683286698721484	0.283796378901437
?|155060	533.158176882025	-0.181891417978307	0.164359306583526	-1.10666941689652	0.268436882657405	0.562801132940254
?|26823	1.09685600044437	0.0350280620768702	0.419270905422856	0.083545177172603	0.933418056735466	0.97354901643106
?|340602	1.18482262375028	-0.678910514502454	0.657202228554705	-1.03303136387028	0.30158922132187	0.593827084614524
?|388795	3.64803810770471	-0.161325335423683	0.309970201571188	-0.520454335952138	0.602746947153523	0.815114996833348
?|390284	16.92304311491	-0.0956369463080926	0.15091470335307	-0.633715232400827	0.526266682226588	0.771638589870621
?|391343	1.16321390852417	0.770335487640674	0.747670427526344	1.03031423910842	0.302862516961146	0.595300292237702
?|553137	7.66476936122163	-0.735773249415125	0.454732020572364	-1.61803703308383	0.105654616947683	0.353018953473928
?|57714	2350.47865614984	-0.288176689404189	0.211657457166012	-1.36152391350974	0.173348181672687	0.455621624389691
?|645851	30.6299035691198	0.138978889968644	0.228739989544934	0.60758457777818	0.543463031945414	0.780447240309618
?|652919	49.578473159622	0.295309236808012	0.539855778479094	0.54701505213109	0.584368391091232	0.804611242188398
?|653553	1261.67930902128	-0.440667615654472	0.21492236016066	-2.05035723284009	0.0403295833508394	0.213537050568478
?|728788	0.825304947459337	0.812545979093221	0.520698244912236	1.56049302457353	0.118643417087373	0.37593828354157
?|729884	27.7422429705423	-0.0371597891398075	0.424856726794357	-0.0874642833601501	0.930302474347998	0.972671555057267
?|8225	1462.98828227372	-0.337609970472896	0.149556006146866	-2.2574149923565	0.0239821557772118	0.162538974013932
?|90288	112.135769976056	0.211374483603573	0.299169904841208	0.706536587347464	0.479854508134123	0.739780273358587
A1BG|1	480.209514558156	0.0245243439986725	0.18070520041775	0.135714655372273	0.892046861606212	0.957908504354782
A2BP1|54715	3.9420524226294	1.84427368650474	0.657487356710265	2.80503292980805	0.00503114394534644	0.0699172251692692
A2LD1|87769	240.42910105305	-0.136172429422334	0.149565875928142	-0.910451187995294	0.362584612874784	0.647502149950747
A2ML1|144568	433.084657440876	0.388720608604259	0.592509240033875	0.656058306503431	0.511786609433206	0.762250123166942
A2M|2	34874.4359119628	-0.0532011791928667	0.176896808510773	-0.300746970172877	0.763607448865659	0.903813631111416
A4GALT|53947	972.138160468447	0.0816125405843082	0.225020392356827	0.362689531066548	0.716836820990416	0.87957713811577
A4GNT|51146	1.84710075624483	-0.520913367673979	0.32546005094722	-1.6005447247916	0.109477793393476	0.360303496774416
AAAS|8086	1952.93085539401	-0.0254341673174743	0.0757468443304972	-0.335778573249869	0.737037849082615	0.890458673219677
