baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
?|100133144	20.7978818242765	0.444952819780562	0.253434265134012	1.7556932151431	0.0791408059480389	0.407805222494874
?|100134869	23.2933747059051	0.218944726032606	0.216453786445085	1.01150795108938	0.31177337752562	0.709971327679299
?|10357	219.680296818117	-0.0590043859920073	0.10889668539999	-0.541838218264197	0.587929960624782	0.872490915675993
?|10431	1932.62663797854	0.0202488501132985	0.104680690470942	0.193434434012636	0.846618750201869	0.964101804506823
?|155060	358.714398313284	0.375300161658567	0.21921536178069	1.71201579401187	0.0868937578757995	0.425219612792875
?|340602	2.23593346079756	-0.64080736861412	0.58620543654889	-1.09314470433212	0.274330270675693	0.677287424613491
?|388795	2.82960820744539	-0.356863883854987	0.364300123459119	-0.979587600647721	0.32728972793942	0.723165571890983
?|390284	13.5621270983096	0.0878948327259565	0.210574661238457	0.417404602286993	0.676382489137711	0.903993808628487
?|391343	0.951776048641758	1.63314148987727	0.690228199310318	2.36608920283048	0.0179771123771817	0.197341815534743
?|553137	10.571332510231	-1.76325601728563	0.655082119078508	-2.69165645944659	0.00710981404492429	0.121368707990413
?|57714	1601.73880293506	-0.0499771571968657	0.195317718585757	-0.255876208050846	0.798046426416824	0.94889944310553
?|645851	31.4469984787227	0.211675952446848	0.237387939834289	0.891687895326993	0.372560243411413	0.756698451111357
?|652919	21.5030709407999	1.34146383945129	0.645349971568003	2.07866103440269	0.037648516818552	0.286356440624333
?|653553	930.954521669184	0.20939239812637	0.187407859155669	1.11730852201048	0.26386243297598	0.667458371091045
?|728603	0.25625336736185	0.285861274261234	2.02960014745719	0.140846104401095	0.887991520027269	0.974673042313386
?|728788	0.635730596778353	0.365214677677318	0.577197819452658	0.632737452167857	0.526905108217144	0.841148532185172
?|729884	618.907175909636	-0.181748531400855	0.492868041660306	-0.368756981663094	0.712308871957927	0.917166266055604
?|8225	1256.89342348334	-0.0909071047472615	0.119231318162798	-0.76244317472979	0.44579554630889	0.799490529570698
?|90288	60.262930038778	-0.681553506363615	0.338384670878382	-2.01413824271186	0.0439950213959083	0.307387226006805
A1BG|1	260.93959075121	0.63822871532065	0.253344900822812	2.51920884631116	0.0117618869631657	0.154863913223349
A1CF|29974	6.05347359970554	-4.86960549078981	1.07621402872297	-4.52475563486945	6.04653279703808e-06	0.000898076757090782
A2BP1|54715	10.6924083023276	0.145987504357577	0.991437455741954	0.147248324654353	0.882936018712016	0.973829948725858
A2LD1|87769	226.259585118997	-0.239232868233331	0.123590730326617	-1.93568617647216	0.0529061485280998	0.334776477586564
A2ML1|144568	13.7329917679288	-2.33325333072554	0.502543154016492	-4.64289148519366	3.43566817823187e-06	0.000579606199667735
A2M|2	44096.4601643936	0.112036264877704	0.216743745146079	0.516906565410663	0.605221384285563	0.878727650543406
A4GALT|53947	922.633250903148	-0.266860925741766	0.184452911732111	-1.44676992754302	0.147961371968269	0.532124949368436
A4GNT|51146	3.39263186994123	-1.3010466490286	0.399149682720646	-3.25954574274125	0.00111590784221925	0.041392326052972
AAA1|404744	0.930818149809831	-0.14786167302239	0.639105490499321	-0.231357225404006	0.817037292899678	0.955364026491702
AAAS|8086	1404.68704777825	-0.009021948791071	0.0916822433158299	-0.0984045379429897	0.921611071413982	0.983705988468017
AACSL|729522	3.93026580732341	0.34204787286861	0.476803634982854	0.717376814631269	0.473141621724843	0.814448012481317
AACS|65985	1914.58824977604	-0.0536843766995236	0.130904459517947	-0.410103497598288	0.68173002711328	0.906043366549553
